id,name,is_group,source
3916,octinoxate,0,DRUGDB
3917,titanium dioxide,0,DRUGDB
3918,nitrous oxide,0,DRUGDB
3919,calcium carbonate,0,DRUGDB
3920,zinc oxide,0,DRUGDB
3921,octisalate,0,DRUGDB
3922,avobenzone,0,DRUGDB
3923,sodium fluoride,0,DRUGDB
3924,magnesium hydroxide,0,DRUGDB
3925,methyl salicylate,0,DRUGDB
3926,Polymyxin B,0,DRUGDB
3927,tafluprost,0,DRUGDB
3928,Ioflupane I-123,0,DRUGDB
3930,telbivudine,0,DRUGDB
3931,mequinol,0,DRUGDB
3932,metitepine,0,DRUGDB
3933,vilazodone,0,DRUGDB
3934,pirfenidone,0,DRUGDB
3935,axitinib,0,DRUGDB
3936,ingenol mebutate,0,DRUGDB
3937,icatibant,0,DRUGDB
3938,crizotinib,0,DRUGDB
3939,deferiprone,0,DRUGDB
3940,hydroxyprogesterone caproate,0,DRUGDB
3941,nitric oxide,0,DRUGDB
3942,formaldehyde,0,DRUGDB
3943,hydrogen peroxide,0,DRUGDB
3944,ethylamine,0,DRUGDB
3945,ethanol,0,DRUGDB
3946,guanidine,0,DRUGDB
3947,boric acid,0,DRUGDB
3948,ethyl chloride,0,DRUGDB
3949,vinyl ether,0,DRUGDB
3950,propiolactone,0,DRUGDB
3951,glycine,0,DRUGDB
3952,acetohydroxamic acid,0,DRUGDB
3953,hydroxycarbamide,0,DRUGDB
3954,propylene glycol,0,DRUGDB
3955,mercaptamine,0,DRUGDB
3956,dimethyl sulfoxide,0,DRUGDB
3957,fomepizole,0,DRUGDB
3958,piperazine,0,DRUGDB
3959,morpholine,0,DRUGDB
3960,dimethylacetamide,0,DRUGDB
3961,ethyl acetate,0,DRUGDB
3962,deanol,0,DRUGDB
3963,dihydroxyacetone,0,DRUGDB
3964,lactic acid,0,DRUGDB
3965,glycerol,0,DRUGDB
3966,protoanemonin,0,DRUGDB
3967,methylpentynol,0,DRUGDB
3968,glutaral,0,DRUGDB
3969,aminothiazole,0,DRUGDB
3970,cycloserine,0,DRUGDB
3971,aminobutyric acid,0,DRUGDB
3972,choline,0,DRUGDB
3973,benzyl alcohol,0,DRUGDB
3974,aminopicoline,0,DRUGDB
3975,nicotinyl alcohol,0,DRUGDB
3976,resorcinol,0,DRUGDB
3977,hydroquinone,0,DRUGDB
3978,histamine,0,DRUGDB
3979,betazole,0,DRUGDB
3980,thiamazole,0,DRUGDB
3981,tuaminoheptane,0,DRUGDB
3982,methylhexaneamine,0,DRUGDB
3983,fumaric acid,0,DRUGDB
3984,glycocyamine,0,DRUGDB
3985,amyl nitrite,0,DRUGDB
3986,succinic acid,0,DRUGDB
3987,betaine,0,DRUGDB
3988,aminohydroxybutyric acid,0,DRUGDB
3989,oxymethurea,0,DRUGDB
3990,noxytiolin,0,DRUGDB
3991,trometamol,0,DRUGDB
3992,cysteine,0,DRUGDB
3993,nicotinamide,0,DRUGDB
3994,nicotinic acid,0,DRUGDB
3995,pyrazinamide,0,DRUGDB
3996,guaiacol,0,DRUGDB
3997,dimercaprol,0,DRUGDB
3998,foscarnet,0,DRUGDB
3999,fluroxene,0,DRUGDB
4000,pyrogallol,0,DRUGDB
4001,phloroglucinol,0,DRUGDB
4002,orazamide,0,DRUGDB
4003,pyrithione,0,DRUGDB
4004,3-quinuclidinol,0,DRUGDB
4005,thiouracil,0,DRUGDB
4006,azulene,0,DRUGDB
4007,dichloroacetic acid,0,DRUGDB
4008,flucytosine,0,DRUGDB
4009,dimethadione,0,DRUGDB
4010,vigabatrin,0,DRUGDB
4011,metformin,0,DRUGDB
4012,octodrine,0,DRUGDB
4013,fluorouracil,0,DRUGDB
4014,aminolevulinic acid,0,DRUGDB
4015,leucine,0,DRUGDB
4016,aminocaproic acid,0,DRUGDB
4017,trichloroethylene,0,DRUGDB
4018,paraldehyde,0,DRUGDB
4019,ornithine,0,DRUGDB
4020,prenderol,0,DRUGDB
4021,aspartic acid,0,DRUGDB
4022,timonacic,0,DRUGDB
4023,tranylcypromine,0,DRUGDB
4024,adenine,0,DRUGDB
4025,acetanilide,0,DRUGDB
4026,mecysteine,0,DRUGDB
4027,levamfetamine,0,DRUGDB
4028,dexamfetamine,0,DRUGDB
4029,amfetamine,0,DRUGDB
4030,allopurinol,0,DRUGDB
4031,pentaerythritol,0,DRUGDB
4032,phenylpropanol,0,DRUGDB
4033,phenelzine,0,DRUGDB
4034,betahistine,0,DRUGDB
4035,homonicotinic acid,0,DRUGDB
4036,methyl nicotinate,0,DRUGDB
4037,salicylamide,0,DRUGDB
4038,aminobenzoic acid,0,DRUGDB
4039,isoniazid,0,DRUGDB
4040,pralidoxime,0,DRUGDB
4041,phenylethanolamine,0,DRUGDB
4042,tyramine,0,DRUGDB
4043,isaxonine,0,DRUGDB
4044,cacodylic acid,0,DRUGDB
4045,fosfomycin,0,DRUGDB
4046,salicylic acid,0,DRUGDB
4047,phenoxyethanol,0,DRUGDB
4048,pentetrazol,0,DRUGDB
4049,oxiniacic acid,0,DRUGDB
4050,methenamine,0,DRUGDB
4051,furtrethonium,0,DRUGDB
4052,ethosuximide,0,DRUGDB
4053,isometheptene,0,DRUGDB
4054,cyclopentamine,0,DRUGDB
4055,kojic acid,0,DRUGDB
4056,piracetam,0,DRUGDB
4057,methylthiouracil,0,DRUGDB
4058,mesna,0,DRUGDB
4059,trimethadione,0,DRUGDB
4060,valpromide,0,DRUGDB
4061,valnoctamide,0,DRUGDB
4062,betanaphthol,0,DRUGDB
4063,octanoic acid,0,DRUGDB
4064,valproic acid,0,DRUGDB
4065,octamoxin,0,DRUGDB
4066,ethchlorvynol,0,DRUGDB
4067,methyl aminolevulinate,0,DRUGDB
4068,oxyquinoline,0,DRUGDB
4069,emylcamate,0,DRUGDB
4070,heptaminol,0,DRUGDB
4071,gimeracil,0,DRUGDB
4072,sulfur hexafluoride,0,DRUGDB
4073,adipic acid,0,DRUGDB
4074,isosorbide,0,DRUGDB
4075,coumarin,0,DRUGDB
4076,glutamine,0,DRUGDB
4077,lysine,0,DRUGDB
4078,oxapropanium,0,DRUGDB
4079,acetylcholine,0,DRUGDB
4080,trientine,0,DRUGDB
4081,glutamic acid,0,DRUGDB
4082,meldonium,0,DRUGDB
4083,carbachol,0,DRUGDB
4084,ketoxal,0,DRUGDB
4085,trolamine,0,DRUGDB
4086,methionine,0,DRUGDB
4087,penicillamine,0,DRUGDB
4088,phenpromethamine,0,DRUGDB
4089,phentermine,0,DRUGDB
4090,methamphetamine,0,DRUGDB
4091,ditiocarb,0,DRUGDB
4092,tartaric acid,0,DRUGDB
4093,xylose,0,DRUGDB
4094,paroxypropione,0,DRUGDB
4095,pheniprazine,0,DRUGDB
4096,metacetamol,0,DRUGDB
4097,acetaminophen,0,DRUGDB
4098,aminomethylbenzoic acid,0,DRUGDB
4099,phenicarbazide,0,DRUGDB
4100,cathine,0,DRUGDB
4101,phenylpropanolamine,0,DRUGDB
4102,hydroxyamfetamine,0,DRUGDB
4103,gepefrine,0,DRUGDB
4104,amantadine,0,DRUGDB
4105,methylparaben,0,DRUGDB
4106,mandelic acid,0,DRUGDB
4107,hydroxymethylnicotinamide,0,DRUGDB
4108,tisopurine,0,DRUGDB
4109,mercaptopurine,0,DRUGDB
4110,homocamfin,0,DRUGDB
4111,camphor,0,DRUGDB
4112,aminosalicylic acid,0,DRUGDB
4113,mesalazine,0,DRUGDB
4114,octopamine,0,DRUGDB
4115,enbucrilate,0,DRUGDB
4116,norfenefrine,0,DRUGDB
4117,dopamine,0,DRUGDB
4118,carbon tetrachloride,0,DRUGDB
4119,gentisic acid,0,DRUGDB
4120,acipimox,0,DRUGDB
4121,guancidine,0,DRUGDB
4122,allomethadione,0,DRUGDB
4123,histidine,0,DRUGDB
4124,bemegride,0,DRUGDB
4125,arecoline,0,DRUGDB
4126,valdetamide,0,DRUGDB
4127,propylhexedrine,0,DRUGDB
4128,pempidine,0,DRUGDB
4129,mechlorethamine,0,DRUGDB
4130,orotic acid,0,DRUGDB
4131,nifuroxime,0,DRUGDB
4132,ectylurea,0,DRUGDB
4133,levomenthol,0,DRUGDB
4134,chloroxylenol,0,DRUGDB
4135,oteracil,0,DRUGDB
4136,furamicid,0,DRUGDB
4137,paramethadione,0,DRUGDB
4138,ethadione,0,DRUGDB
4139,tranexamic acid,0,DRUGDB
4140,oxanamide,0,DRUGDB
4141,buformin,0,DRUGDB
4142,oxiracetam,0,DRUGDB
4143,tiliquinol,0,DRUGDB
4144,citiolone,0,DRUGDB
4145,pregabalin,0,DRUGDB
4146,pargyline,0,DRUGDB
4147,hydralazine,0,DRUGDB
4148,tolazoline,0,DRUGDB
4149,methacholine,0,DRUGDB
4150,carpronium,0,DRUGDB
4151,bethanechol,0,DRUGDB
4152,clomethiazole,0,DRUGDB
4153,meglutol,0,DRUGDB
4154,fenadiazole,0,DRUGDB
4155,aminorex,0,DRUGDB
4156,levocarnitine,0,DRUGDB
4157,nicotine,0,DRUGDB
4158,carsalam,0,DRUGDB
4159,tiopronin,0,DRUGDB
4160,acetylcysteine,0,DRUGDB
4161,pentorex,0,DRUGDB
4162,mephentermine,0,DRUGDB
4163,etilamfetamine,0,DRUGDB
4164,trichloroacetic acid,0,DRUGDB
4165,buphenyl,0,DRUGDB
4166,fenipentol,0,DRUGDB
4167,methiosulfonium chloride,0,DRUGDB
4168,methoxyflurane,0,DRUGDB
4169,phenylalanine,0,DRUGDB
4170,ethenzamide,0,DRUGDB
4171,benzocaine,0,DRUGDB
4172,pholedrine,0,DRUGDB
4173,pseudoephedrine,0,DRUGDB
4174,ephedrine,0,DRUGDB
4175,chloral hydrate,0,DRUGDB
4176,tetrachloroethylene,0,DRUGDB
4177,fenoxypropazine,0,DRUGDB
4178,edrophonium,0,DRUGDB
4179,ethionamide,0,DRUGDB
4180,orthocaine,0,DRUGDB
4181,thioguanine,0,DRUGDB
4182,oxedrine,0,DRUGDB
4183,pyrithyldione,0,DRUGDB
4184,phenylephrine,0,DRUGDB
4185,metaraminol,0,DRUGDB
4186,mecamylamine,0,DRUGDB
4187,desflurane,0,DRUGDB
4188,tioxolone,0,DRUGDB
4189,cicrotoic acid,0,DRUGDB
4190,pyridoxine,0,DRUGDB
4191,norepinephrine,0,DRUGDB
4192,piperidione,0,DRUGDB
4193,chlorzoxazone,0,DRUGDB
4194,levetiracetam,0,DRUGDB
4195,propylthiouracil,0,DRUGDB
4196,sobrerol,0,DRUGDB
4197,metronidazole,0,DRUGDB
4198,moroxydine,0,DRUGDB
4199,gabapentin,0,DRUGDB
4200,rasagiline,0,DRUGDB
4201,menadione,0,DRUGDB
4202,sulfanilamide,0,DRUGDB
4203,hexacyclonate sodium,0,DRUGDB
4204,terpin,0,DRUGDB
4205,oxaceprol,0,DRUGDB
4206,sulfanilic acid,0,DRUGDB
4207,acetylleucine,0,DRUGDB
4208,menadiol,0,DRUGDB
4209,arginine hydrochloride,0,DRUGDB
4210,benzalamide,0,DRUGDB
4211,debrisoquine,0,DRUGDB
4212,medronic acid,0,DRUGDB
4213,ascorbic acid,0,DRUGDB
4214,glucurolactone,0,DRUGDB
4215,hymecromone,0,DRUGDB
4216,pemoline,0,DRUGDB
4217,cotinine,0,DRUGDB
4218,dichlorobenzyl alcohol,0,DRUGDB
4219,tidiacic,0,DRUGDB
4220,phenmetrazine,0,DRUGDB
4221,betanidine,0,DRUGDB
4222,chlorobutanol,0,DRUGDB
4223,phenacemide,0,DRUGDB
4224,nikethamide,0,DRUGDB
4225,propofol,0,DRUGDB
4226,acivicin,0,DRUGDB
4227,glucosamine,0,DRUGDB
4228,salacetamide,0,DRUGDB
4229,phenprobamate,0,DRUGDB
4230,phenacetin,0,DRUGDB
4231,homarylamine,0,DRUGDB
4232,iproniazid,0,DRUGDB
4233,fudosteine,0,DRUGDB
4234,methylephedrine,0,DRUGDB
4235,mexiletine,0,DRUGDB
4236,methoxyphenamine,0,DRUGDB
4237,rimantadine,0,DRUGDB
4238,memantine,0,DRUGDB
4239,cloxiquine,0,DRUGDB
4240,inositol,0,DRUGDB
4241,galactose,0,DRUGDB
4242,fructose,0,DRUGDB
4243,glucose,0,DRUGDB
4244,acetylsalicylic acid,0,DRUGDB
4245,theophylline,0,DRUGDB
4246,theobromine,0,DRUGDB
4247,propylparaben,0,DRUGDB
4248,rilmenidine,0,DRUGDB
4249,protionamide,0,DRUGDB
4250,teflurane,0,DRUGDB
4251,styramate,0,DRUGDB
4252,adrenalone,0,DRUGDB
4253,acamprosate,0,DRUGDB
4254,pyridostigmine,0,DRUGDB
4255,oxilofrine,0,DRUGDB
4256,hexapropymate,0,DRUGDB
4257,etilefrine,0,DRUGDB
4258,eflornithine,0,DRUGDB
4259,sorbitol,0,DRUGDB
4260,mannitol,0,DRUGDB
4261,dacarbazine,0,DRUGDB
4262,mephenesin,0,DRUGDB
4263,succimer,0,DRUGDB
4264,guanacline,0,DRUGDB
4265,epinephrine,0,DRUGDB
4266,methyprylon,0,DRUGDB
4267,clortermine,0,DRUGDB
4268,chlorphentermine,0,DRUGDB
4269,fluostigmine,0,DRUGDB
4270,phosphorylcholine,0,DRUGDB
4271,barbital,0,DRUGDB
4272,mitoguazone,0,DRUGDB
4273,apronal,0,DRUGDB
4274,undecylenic acid,0,DRUGDB
4275,guanazodine,0,DRUGDB
4276,isoflurane,0,DRUGDB
4277,enflurane,0,DRUGDB
4278,secnidazole,0,DRUGDB
4279,mafenide,0,DRUGDB
4280,carbimazole,0,DRUGDB
4281,epomediol,0,DRUGDB
4282,cyclobutyrol,0,DRUGDB
4283,aminitrozole,0,DRUGDB
4284,amrinone,0,DRUGDB
4285,pivagabine,0,DRUGDB
4286,selegiline,0,DRUGDB
4287,perflutren,0,DRUGDB
4288,aceglutamide,0,DRUGDB
4289,azelaic acid,0,DRUGDB
4290,phenazone,0,DRUGDB
4291,fenproporex,0,DRUGDB
4292,etryptamine,0,DRUGDB
4293,phensuximide,0,DRUGDB
4294,thiotepa,0,DRUGDB
4295,colestipol,0,DRUGDB
4296,carglumic acid,0,DRUGDB
4297,nitroxoline,0,DRUGDB
4298,etamsylate,0,DRUGDB
4299,calcium dobesilate,0,DRUGDB
4300,dihydralazine,0,DRUGDB
4301,isosorbide mononitrate,0,DRUGDB
4302,idrocilamide,0,DRUGDB
4303,phendimetrazine,0,DRUGDB
4304,oxidronic acid,0,DRUGDB
4305,citric acid,0,DRUGDB
4306,ibufenac,0,DRUGDB
4307,tocainide,0,DRUGDB
4308,(S)-tocainide,0,DRUGDB
4309,glucuronamide,0,DRUGDB
4310,betamipron,0,DRUGDB
4311,actarit,0,DRUGDB
4312,butamben,0,DRUGDB
4313,sabcomeline,0,DRUGDB
4314,camphotamide,0,DRUGDB
4315,etafedrine,0,DRUGDB
4316,temozolomide,0,DRUGDB
4317,aminohippuric acid,0,DRUGDB
4318,enprofylline,0,DRUGDB
4319,caffeine,0,DRUGDB
4320,aminoacridine,0,DRUGDB
4321,hexylresorcinol,0,DRUGDB
4322,salamidacetic acid,0,DRUGDB
4323,meglumine antimonate,0,DRUGDB
4324,buramate,0,DRUGDB
4325,metyrosine,0,DRUGDB
4326,pimeclone,0,DRUGDB
4327,gluconic acid,0,DRUGDB
4328,creatinolfosfate,0,DRUGDB
4329,levodopa,0,DRUGDB
4330,pildralazine,0,DRUGDB
4331,halothane,0,DRUGDB
4332,beclamide,0,DRUGDB
4333,arsenic trioxide,0,DRUGDB
4334,nitrofurazone,0,DRUGDB
4335,guaifenesin,0,DRUGDB
4336,metharbital,0,DRUGDB
4337,tacrine,0,DRUGDB
4338,guaiazulen,0,DRUGDB
4339,guanethidine,0,DRUGDB
4340,oxophenarsine,0,DRUGDB
4341,clavulanic acid,0,DRUGDB
4342,diethylcarbamazine,0,DRUGDB
4343,cevimeline,0,DRUGDB
4344,sevoflurane,0,DRUGDB
4345,tegafur-uracil,0,DRUGDB
4346,monobenzone,0,DRUGDB
4347,tetryzoline,0,DRUGDB
4348,dexmedetomidine,0,DRUGDB
4349,thiabendazole,0,DRUGDB
4350,indanazoline,0,DRUGDB
4351,amezinium metilsulfate,0,DRUGDB
4352,hexamethonium,0,DRUGDB
4353,chlorphenesin,0,DRUGDB
4354,acetylcarnitine,0,DRUGDB
4355,methsuximide,0,DRUGDB
4356,crotamiton,0,DRUGDB
4357,sulfogaiacol,0,DRUGDB
4358,tryptophan,0,DRUGDB
4359,fenozolone,0,DRUGDB
4360,ethotoin,0,DRUGDB
4361,tretamine,0,DRUGDB
4362,levamisole,0,DRUGDB
4363,ethambutol,0,DRUGDB
4364,telmesteine,0,DRUGDB
4365,dexpanthenol,0,DRUGDB
4366,trapidil,0,DRUGDB
4367,phenformin,0,DRUGDB
4368,amfepramone,0,DRUGDB
4369,tosylchloramide sodium,0,DRUGDB
4370,etidronic acid,0,DRUGDB
4371,caroxazone,0,DRUGDB
4372,pheneturide,0,DRUGDB
4373,dexibuprofen,0,DRUGDB
4374,ibuprofen,0,DRUGDB
4375,pyrantel,0,DRUGDB
4376,miglitol,0,DRUGDB
4377,thurfyl nicotinate,0,DRUGDB
4378,toloxatone,0,DRUGDB
4379,guanoxan,0,DRUGDB
4380,guabenxan,0,DRUGDB
4381,ciclopirox,0,DRUGDB
4382,allobarbital,0,DRUGDB
4383,pilocarpine,0,DRUGDB
4384,bendazol,0,DRUGDB
4385,oxyfenamate,0,DRUGDB
4386,proflavine,0,DRUGDB
4387,minoxidil,0,DRUGDB
4388,fepradinol,0,DRUGDB
4389,bamethan,0,DRUGDB
4390,tolonidine,0,DRUGDB
4391,phanquinone,0,DRUGDB
4392,aprobarbital,0,DRUGDB
4393,naphazoline,0,DRUGDB
4394,altretamine,0,DRUGDB
4395,fosfocreatine,0,DRUGDB
4396,nicorandil,0,DRUGDB
4397,methyldopa,0,DRUGDB
4398,melevodopa,0,DRUGDB
4399,zalcitabine,0,DRUGDB
4400,milrinone,0,DRUGDB
4401,levisoprenaline,0,DRUGDB
4402,methoxamine,0,DRUGDB
4403,metaproterenol,0,DRUGDB
4404,isoprenaline,0,DRUGDB
4405,dioxethedrin,0,DRUGDB
4406,varenicline,0,DRUGDB
4407,pramipexole,0,DRUGDB
4408,mefenorex,0,DRUGDB
4409,zonisamide,0,DRUGDB
4410,felbinac,0,DRUGDB
4411,benzyl benzoate,0,DRUGDB
4412,butobarbital,0,DRUGDB
4413,secbutabarbital,0,DRUGDB
4414,albutoin,0,DRUGDB
4415,droxidopa,0,DRUGDB
4416,troxacitabine,0,DRUGDB
4417,salicylanilide,0,DRUGDB
4418,benzyl nicotinate,0,DRUGDB
4419,phenazopyridine,0,DRUGDB
4420,guanadrel,0,DRUGDB
4421,baclofen,0,DRUGDB
4422,clorprenaline,0,DRUGDB
4423,chloroxine,0,DRUGDB
4424,carmustine,0,DRUGDB
4425,etanidazole,0,DRUGDB
4426,niridazole,0,DRUGDB
4427,phenyl salicylate,0,DRUGDB
4428,amifostine,0,DRUGDB
4429,sulfacetamide,0,DRUGDB
4430,sulfaguanidine,0,DRUGDB
4431,velnacrine,0,DRUGDB
4432,fenyramidol,0,DRUGDB
4433,dimenhydrinate,0,DRUGDB
4434,clofibric acid,0,DRUGDB
4435,naftazone,0,DRUGDB
4436,sulfacarbamide,0,DRUGDB
4437,tramazoline,0,DRUGDB
4438,fencamfamin,0,DRUGDB
4439,tiamenidine,0,DRUGDB
4440,bergapten,0,DRUGDB
4441,methoxsalen,0,DRUGDB
4442,bisorcic,0,DRUGDB
4443,glutethimide,0,DRUGDB
4444,captopril,0,DRUGDB
4445,tinazoline,0,DRUGDB
4446,prolintane,0,DRUGDB
4447,fosfosal,0,DRUGDB
4448,salicylsulfuric acid,0,DRUGDB
4449,triacetin,0,DRUGDB
4450,heptobarbital,0,DRUGDB
4451,meprobamate,0,DRUGDB
4452,primidone,0,DRUGDB
4453,mephenytoin,0,DRUGDB
4454,aclatonium,0,DRUGDB
4455,benzylthiouracil,0,DRUGDB
4456,fenoxazoline,0,DRUGDB
4457,uredepa,0,DRUGDB
4458,aniracetam,0,DRUGDB
4459,dacisteine,0,DRUGDB
4460,miglustat,0,DRUGDB
4461,alminoprofen,0,DRUGDB
4462,ornidazole,0,DRUGDB
4463,oxitriptan,0,DRUGDB
4464,butibufen,0,DRUGDB
4465,prilocaine,0,DRUGDB
4466,metaxalone,0,DRUGDB
4467,ibuproxam,0,DRUGDB
4468,procarbazine,0,DRUGDB
4469,methiodal,0,DRUGDB
4470,dimecrotic acid,0,DRUGDB
4471,phenindione,0,DRUGDB
4472,morinamide,0,DRUGDB
4473,acetazolamide,0,DRUGDB
4474,nicametate,0,DRUGDB
4475,bromisoval,0,DRUGDB
4476,mephenoxalone,0,DRUGDB
4477,bufexamac,0,DRUGDB
4478,rimiterol,0,DRUGDB
4479,etamivan,0,DRUGDB
4480,bucetin,0,DRUGDB
4481,fadrozole,0,DRUGDB
4482,neostigmine,0,DRUGDB
4483,toliprolol,0,DRUGDB
4484,tigloidine,0,DRUGDB
4485,bucillamine,0,DRUGDB
4486,nifuradene,0,DRUGDB
4487,stavudine,0,DRUGDB
4488,etofylline,0,DRUGDB
4489,vinbarbital,0,DRUGDB
4490,enallylpropymal,0,DRUGDB
4491,nifenalol,0,DRUGDB
4492,vinylbital,0,DRUGDB
4493,talbutal,0,DRUGDB
4494,butalbital,0,DRUGDB
4495,febuprol,0,DRUGDB
4496,furazolidone,0,DRUGDB
4497,ancitabine,0,DRUGDB
4498,aciclovir,0,DRUGDB
4499,drometrizole,0,DRUGDB
4500,terbutaline,0,DRUGDB
4501,prenalterol,0,DRUGDB
4502,lefetamine,0,DRUGDB
4503,esaprazole,0,DRUGDB
4504,dithranol,0,DRUGDB
4505,proxibarbal,0,DRUGDB
4506,carbidopa,0,DRUGDB
4507,nimorazole,0,DRUGDB
4508,pentobarbital,0,DRUGDB
4509,amobarbital,0,DRUGDB
4510,metyrapone,0,DRUGDB
4511,crotetamide,0,DRUGDB
4512,pirlindole,0,DRUGDB
4513,alclofenac,0,DRUGDB
4514,glyceryl trinitrate,0,DRUGDB
4515,decitabine,0,DRUGDB
4516,dimetofrine,0,DRUGDB
4517,buclosamide,0,DRUGDB
4518,tulobuterol,0,DRUGDB
4519,chlorquinaldol,0,DRUGDB
4520,pemirolast,0,DRUGDB
4521,guaiacol benzoate,0,DRUGDB
4522,trioxsalen,0,DRUGDB
4523,ozagrel,0,DRUGDB
4524,nabumetone,0,DRUGDB
4525,fenpentadiol,0,DRUGDB
4526,osalmid,0,DRUGDB
4527,furonazide,0,DRUGDB
4528,lamivudine,0,DRUGDB
4529,furfenorex,0,DRUGDB
4530,pronetalol,0,DRUGDB
4531,triclofos,0,DRUGDB
4532,amiloride,0,DRUGDB
4533,clonidine,0,DRUGDB
4534,naproxen,0,DRUGDB
4535,propyphenazone,0,DRUGDB
4536,ibudilast,0,DRUGDB
4537,diazoxide,0,DRUGDB
4538,guanabenz,0,DRUGDB
4539,methaniazide,0,DRUGDB
4540,isocarboxazid,0,DRUGDB
4541,fenfluramine,0,DRUGDB
4542,dexfenfluramine,0,DRUGDB
4543,aminophenazone,0,DRUGDB
4544,sulfathiourea,0,DRUGDB
4545,eptazocine,0,DRUGDB
4546,nifurprazine,0,DRUGDB
4547,seletracetam,0,DRUGDB
4548,phenobarbital,0,DRUGDB
4549,nalidixic acid,0,DRUGDB
4550,todralazine,0,DRUGDB
4551,mebutamate,0,DRUGDB
4552,mofebutazone,0,DRUGDB
4553,melatonin,0,DRUGDB
4554,aminoglutethimide,0,DRUGDB
4555,pyrrocaine,0,DRUGDB
4556,tymazoline,0,DRUGDB
4557,acitazanolast,0,DRUGDB
4558,sulbactam,0,DRUGDB
4559,levofacetoperane,0,DRUGDB
4560,methylphenidate,0,DRUGDB
4561,dexmethylphenidate,0,DRUGDB
4562,meptazinol,0,DRUGDB
4563,lomustine,0,DRUGDB
4564,diloxanide,0,DRUGDB
4565,riluzole,0,DRUGDB
4566,cyclopentobarbital,0,DRUGDB
4567,metisazone,0,DRUGDB
4568,monoctanoin,0,DRUGDB
4569,stiripentol,0,DRUGDB
4570,octacaine,0,DRUGDB
4571,lidocaine,0,DRUGDB
4572,sparteine,0,DRUGDB
4573,pamidronic acid,0,DRUGDB
